1	what's shocking about " carlito's way " is how good it is . having gotten a bit of a bad rap for not being a big box office hit like pacino's previous film , " scent of a woman , " and not having as strong a performance as he did in that one ( he had just won an oscar ) , " carlito's way " was destined for underrated heaven . that's what it is : an underrated gem of a movie . and what a shame because pacino and de palma both do amazing jobs with it , and turn it into a great piece of a pulpy character study .  " carlito's way " deals with , well , carlito brigante ( pacino ) , a puerto rican ex-drug kingpin , who gets out of a long jailterm when his coke-addicted , curly-haired lawyer ( sean penn ) points out a legal technicality . of course , carlito was actually awoken in prison , and has decided to go straight , even if he's really a crook at heart . carlito , like barry lyndon , is a man who is trapped by fate at every turn , and can't escape into something he is not . carlito's attempts at a clean , legal life are thwarted at nearly every turn . when he first gets out , a friend of his ends up leading him into a big shoot-out , where he has to kill a couple people to survive . he's constantly getting bugged by the government to see if he's doing anything illegal , and his lawyer finds himself neck-deep in a pile of shit , needing him to try and help him out , which includes him doing some prison breaking . carlito , like ratso rizzo , wants to go to miami ( since , according to film logic , that's where it's at ) , but needs some funding . being a legend , he is quickly able to get a nice job running a big dance club ( this is the 70s , by the way , and since some of this takes place in night clubs , we get to hear all sorts of 70s classics , including several k . c . and the sunshine band tunes - my personal favorite ) . he gets a bodyguard ( the great luis guzman , at his best ) , and is soon running a pretty good business , even if he's constantly attracting underworld young thugs , like benny blanco " from the bronx " ( john leguiziamo ) , who is more than once pointed out to be a young version of carlito . on the other side , the symbol of promise and hope , is gail ( penelope ann miller - what happened to her ? ) , his girlfriend from before prison . she's a goregeous ballerina , and a stripper , and soon carlito is trying to get back with her , and take her with him when he finally leaves for miami . while this relationship is never fully defined or anything , we get a sense of love between them , and they have some truly interesting scenes between them ( she never gives him addresses or locales - he always has to track her down ) . all of these elements clash together at the end , in a brilliantly executed , emotional climax , which is inevitable . when i say inevitable , i mean we see it at the beginning and then backtrack , putting a great spin on it . sure , it's going to eleveate some of the tension , but it gives the film a lot of depth , as carlito is seen trapped by fate . what's amazing is the big chase sequence ( amazingly done by de palma ) has a lot of tension and thrills . like " apollo 13 , " we know what's going to happen , but we're still thrilled by what happens in the middle . it's also very emotional , thanks to a great script by david koepp , and amazing performances by pacino and miller . de palma is famous ( or infamous ) for lots of violence in his films . his earlier flim , " scarface " ( which starred pacino in the lead ) , has a ton of it , especially at the end ( and a nasty chainsaw scene towards the beginning which i'm still not over ) . but de palma actually reigns in more quieter scenes . to me , the best scene in the film is when carlito is on top of a building , looking down into the room where gail is doing ballet . this is the most brilliantly done , and most emotionally stimulating scene in the entire film , and probably the best in de palma film history . with a gorgeous soprano duet in the background , and rain pouring down onto a trashcan lid covering carlito's head , and a saddened , remorseful look on pacino's face , it's a tear-jerker ( well , for me , i dunno about you . . . ) . the acting from all is great , especially from the three leads . pacino was panned for his performance , chiefly because his accent wasn't puerto rican enough and , well , it wasn't as " strong " as his oscar-winning role in " scent of a woman . " well , his " scent of a woman " performance was great and all , but it was nothing really but , as comic kevin pollack said , a " foghorn leghorn impression . " in " carlito's way , " he's emotional , and strong , despite the fact that he's remorseful over his entire lifestyle , which he cannot change . i felt more for carlito brigante than i did for the tango-dancing , insult-throwing blind guy in " scent of a woman . " as i said , penelope ann miller is great , and she and pacino actually have very good chemistry . and they're scenes are well-written , with some good clever dialogue which adds some interest to an otherwise bland relationship . and sean penn is amazing as the coke-addicted rat attorney . every scene he's in , he has great energy , and even measures up to the greatness that is pacino . in smaller roles , john leguiziamo and luis guzman are great .  " carlito's way " is one of those films which you heard about briefly , but when you finally watch it , you're absolutely blown away . it's a wonderful film , a highly underrated little masterpiece which was shelved after it didn't do so hot . but trust me and check it out . it's a great little film , and proof that the residential critics and mass populus are not always right . 
1	life is beautiful is a rare treat : a lighthearted comedy that tackles a very serious subject without committing the sins of being disrespectful , or , even worse , humorless . it combines a charming romance with a dash of farce , stirs in a little poignancy , and ends up a very enjoyable movie . it's an italian film , but don't let that discourage you . subtitle-phobes will be missing a wonderful experience . life is beautiful opens as a sweet romantic comedy , with the clownish , but good natured guido ( roberto benigni ) arriving in a rustic italian town to work as a waiter for his uncle . the year is 1939 , and guido literally stumbles into the girl of his dreams , dora ( nicoletta braschi ) . their romance seems to be picture perfect , with only one stumbling block : she's already engaged to another man . can guido overcome the odds and win his girl ? what do you think ? however , five years later , things have taken a turn for the worse in italy . the fascists have stepped up their race initiatives , which is bad news for the jewish guido and his new son giosue ( giorgio cantarini ) , who are rounded up and shipped off to a concentration camp . unable to protect his boy in any other way , guido attempts to shield his young son from the horrors of the labor camp . he pretends that everything is all an elaborate game , with points awarded for such tasks as hiding , being brave and being very very quiet . as you can tell from the description , life is beautiful has two very different tones , but manages to excel at both of them . as a romantic comedy , it is sweet and funny . as a bittersweet tale of hope amid despair , it is touching . roberto benigni's work here has been compared with some of the best of chaplin's , and it is easy to see why . he is able to run the gamut of comic expression , from slapstick to farce , with a warm-hearted feeling that celebrates his downtrodden hero's " triumph of the underdog " spirit . life is beautiful treads a thin line when it turns its attentions to the holocaust . however , it is able to successfully navigate the minefield , without demeaning the gravity of the horrors involved , nor without losing its humorous edge that allows you to smile through the tears . with life is beautiful , benigni has created a triumphant , but bittersweet comedy . it's quite simply one of the most enjoyable times i've had at the movies this year . 
1	you've probably heard the one about the priest and the rabbi , but never with the same dosage of featherweight charm that is sprinkled over `keeping the faith' . it's a fluffy comedy , thoroughly glazed with a sense of innocuous innocence and good cheer , regarding two moral topics -- love and religion -- and how a romantic triangle causes the two to collide head-on . as youngsters , brian finn , jacob schramm and anna reilly were an inseparable trio . while their friendship progressed , anna always had the compassion to shower them both with the same love and support , so neither would feel excluded . but tragedy soon struck , as anna was forced to move away . now adults , brian ( edward norton ) and jacob ( ben stiller ) hold similar but contrastive jobs . the likable and kind-hearted father brian is a catholic priest , while the spry and outgoing jacob acts as a jewish rabbi . on the basketball court , they refer to themselves as `the god squad' . in the relationship field , brian abides by his catholic principle of celibacy , but jacob has reached the point where finding a jewish bride is practically mandatory . everything changes when anna ( jenna elfman ) returns to new york to visit her childhood chums . now a workaholic , she devotes endless hours per week to her business , but does find spare time to reminisce with brian and jacob - both ecstatic about seeing their elementary school sweetheart once again . with these oddball ingredients tossed into one cocktail , there's bound to be some awkward romance between our three central characters . predicting the outcome is not entirely difficult , but `keeping the faith' is open , entertaining and refreshingly relaxed as it travels en route from point a to point b . edward norton has emerged as one of the finest , most flexibly versatile actors in hollywood - a success story sparked by his critically lauded debut in the 1996 thriller `primal fear' . after shockingly bitter roles in `american history x' and , most recently , david fincher's vicious `fight club' , a quaint romantic comedy might seem like a peculiar choice . not in the least . norton slips into the director's chair for the first time with `keeping the faith' , and here his incisive , resourceful approach helps add additional craft to a surprisingly perceptive screenplay by stuart blumberg . weighing every aspect , it is unanimously an impressive directorial debut . in addition , norton pushes all the right buttons with the sheepish sweetheart brian , generating a thoroughly likable screen presence . stiller ( the zipper guy from `there's something about mary' ) is firm and funny , boasting a fully-ripened comic maturity . elfman's perky repetition can grow tiresome ( such is occasionally the case on tv's `dharma and greg' ) , but she seems perfectly rambunctious here . the remaining cast members offer fine support , from anne bancroft as jacob's animated jewish mom to milos forman as an elderly priest quick to contribute intelligent advice . `keeping the faith' is the perfect date flick . . . though perfection is not a word to associate with the film in general . there is turbulence during the process of lift-off , as numerous failed attempts at establishing the situation cloud the projected comedy ahead . once the film does settle in , it is often funny and always cheerful . stiller , norton and elfman have created three enormously lovable personalities . we enjoy their interaction , understand their various dilemmas and feel humbled to realize everything rings perfectly true . this is excluding the ending , which is acceptable and all , but seems to lack the charm and spontaneity of the preceding romantic entanglements . nonetheless , a narrowly mishandled finale certainly won't wipe the smile off your face , nor anyone else's in the audience . `keeping the faith' is a highly enjoyable romantic comedy , although one that is more observant while surveying the questions of love rather than religion . aww , what the hell . the quality is not quite heaven-sent , but this little charmer could revive our `faith' in a potentially tired filmmaking genre . 
1	naturally , at the core of leon gast's " when we were kings " is the fight itself , for what a fight it was . thanks to the business savvy of don king , an ageing muhammad ali was pitted against the formidable hulk of heavyweight champion george foreman . fans were treated to an 8 round battle of endurance and strategy , as much as brute strength , that immediately entered boxing lore . with the benefit of the first-hand recollections of that old ex-pug norman mailer , this classic conflict is brought back to life . but " when we were kings " tackles issues that are harder to pin down than the simple facts of a boxing match . questions of political power and social justice appear throughout this documentary . gast could hardly choose otherwise , considering the vocal , uncompromising politics of muhammad ali . a member of the controversial black separatist movement the nation of islam , ali opens gast's film with a forceful swipe at the united states . when ali hollers " damn america' , the audience knows the imprecation is heartfelt ; the brutal yet casual way it is uttered leaves no doubt that ali is speaking his mind . his decision to buck the draft for vietnam is defended with the same admirable fury : " no viet cong ever called me nigger " , ali reasons . despite showcasing ali's proud unequivocal politics , one of the most impressive features of " when we were kings " is the subtle way in which the documentary considers the difficulties inherent in the overarching philosophy of black unity and black symbolism that ali and his supporters champion . listening to the film's numerous commentators , it is clear that the geographic location for this " rumble in the jungle " is etched more in the imagination than anywhere you could place on a map . spike lee tells us that the event was a pilgrimage , a " coming home " to africa . foreman reminds us that africa is the " cradle of civilisation " . fair enough , but this homeland is a specific nation cursed with a less than inspiring reality . it is the newly founded zaire and it is ruled by president mobutu , a brutal dictator . while ali respects mobutu's ability to forge an independent african state , mailer notes that beneath the stadium in which the titans battled lay hidden the presidents well-stocked torture chambers . mailer's insights are lost on most of the film's commentators . george plimpton recalls that he always felt he was in the congo , rather than the newly christened zaire . with admirable restraint , gast quietly suggests that for many the grandeur of myth and history all but obscured the reality of zaire' s squalid ruling elite . mobutu is not the only dubious character to benefit from the heady symbolism of black power . don king , resplendent in yellow kaftan and at ease with the " messiah " label attributed to him by a loyal disciple , passes himself off as the voice of a new black international solidarity . understandably , foreman believes he has gotten a raw deal . he may be , as one sympathiser notes , " blacker " than ali , but he is denied the iconic status shared by ali , the thuggish mobutu , and the tacky huckster don king . africa , zaire , inspirational leader or vicious dictator , all is left undifferentiated , unconsidered , in this optimistic celebration of black unity . little wonder that the people of zaire were shocked to find that ali's opponent wasn't white . admittedly , these issues are only hinted at , rather than substantially explored . the audience must consider the significance of these issues themselves , in their own time . there is just too much to cover , too much that is truly worthy of celebration , for a protracted political analysis to be justified . the excitement of james brown and b . b king in concert , for instance . and of course there's always ali to consider , as he shamelessly , and hilariously , hams it up in front of the camera , shadow boxing and uttering one inspired rhyme after another - " we gonna get it on coz we don't get along ! " . doubtlessly , considering the multi-faceted nature of the extravaganza they chose to cover , the makers of " when we were kings " faced numerous difficulties in deciding what issues , and what personalities , best deserved their attention . fortunately , by refusing to simplify their complex subject matter , they have captured the richness and excitement of this unique event . 
1	kolya is one of the richest films i've seen in some time . zdenek sverak plays a confirmed old bachelor ( who's likely to remain so ) , who finds his life as a czech cellist increasingly impacted by the five-year old boy that he's taking care of . though it ends rather abruptly-- and i'm whining , 'cause i wanted to spend more time with these characters-- the acting , writing , and production values are as high as , if not higher than , comparable american dramas . this father-and-son delight-- sverak also wrote the script , while his son , jan , directed-- won a golden globe for best foreign language film and , a couple days after i saw it , walked away an oscar . in czech and russian , with english subtitles . 
1	anna and the king strides onto the screen in full regalia , wearing a brilliant suit of sumptuous landscapes , deep , vibrant colors and an epic storyline . it's true beauty comes from it's subtle ruminations on the politics of power , whether it's between governments , or the interplay between a man and a woman . anna ( jodie foster ) is a widowed british schoolteacher with a touch of wanderlust trying to grasp her quicksilver feelings concerning the recent death of her husband . with son in tow , she takes the employ of king mongkut ( chow yun-fat ) to tutor his son in the english language . mongkut sees the strength of the british and correctly surmises that his country's future lies in opening itself up to the ways of the western world . anna function is to help provide that link . the core of the film , of course , deals with the blossoming love between anna and mongkut as it attempts to germinate in the unfriendly soil of a shifting political climate . foster plays anna with equal parts clenched jaw and wide-eyed wonder . she is assertive , yet , respectful of the king as she initially tries to impose her western sensibilities upon him . it is one of foster's strongest performances since silence of the lambs in a role she could not have played earlier in her career . she brings a mature self- awareness and determination that might not have come across from a younger foster . it's a joy to watch her cagily bargain for her own measure of influence within the realm of mongkut's monarchy . when she makes her entrance into a politically charged banquet mid-film , she exudes a hypnotic beauty that is deepened by her textured performance . chow-yun fat's king mongkut is every measure of foster's anna , perhaps even more so . this is the chow yun-fat that hong kong cinema has been in love with for nearly twenty years . he is imposing , yet vulnerable , playful , but stern . it is an impressively assured and nuanced performance . precious time is stolen from the movie's 155 minutes running time by an unengaging subplot involving one the king's concubines ( bai ling ) and her love of a commoner . it strikes with the subtlety of siam's fabled white elephant as it stomps through the leisurely paced story . some may be put off by the action filled climax of the movie . although a bit inconsistent in tone from the rest of the film , it fits within the established subplot of a perceived siege by neighboring burma , a country backed by the british . anna and the king transcends being a predictable , traditional love story by avoiding mawkishness . it shows a seduction of intelligence . ever mindful of each other's positions , anna and king mongkut negotiate a maze of social customs , conflicting world views and lost loved ones to connect on a level that ultimately proves deeply satisfying , if not achingly bittersweet . 
1	while screen adaptations of john irving's novels have been disappointingly uneven , the films have all shared one particular strength : key casting . who can forget john lithgow as roberta muldoon , the transsexual quarterback of " the world according to garp , " or nastassja kinski as susie the bear in " the hotel new hampshire " ? a lot of good casting decisions have gone into the making of " the cider house rules , " an adaptation of irving's poetic 1994 novel about a restless young man called homer wells . among those sound judgments was the decision to have the splendid tobey maguire assume the pivotal role ; the decision to cast michael caine as his mentor and father figure , dr . wilbur larch , the ether-addicted head obstetrician of the st . cloud's orphanage , maine ; and the decision to offer jane alexander and kathy baker supporting roles as his head nurses . then there are the brethren who populate the apple orchard where homer wells finds himself shortly after leaving st . cloud's , including delroy lindo , oscar ? -worthy as the foreman of the migrant work detail that drifts up and down the coast as the seasons take them . there's kate nelligan as the matriarch of the cider house , and charlize theron as candy , the lovely , lonely wife of a wwii bomber pilot ( paul rudd ) sent away on a mission overseas leaving candy to set lobster traps with homer wells , a man who's never seen the ocean before let alone a lobster . am i forgetting anyone ? yes . kieran culkin and paz de la huerta as dissolute orphanage residents who make you sit up and take notice every time they're on the screen . but with " the cider house rules , " the good people decisions don't end with the cast . irving has written his own screenplay in order to get it right this time ( last year's " simon birch , " loosely based on his " a prayer for owen meaney , " was a big-screen example of irving handled sub-standardly ) ; the author appears fleetingly as a stationmaster here . rachel portman , a composer of such sweet and lyrical tenderness , provides a score that's absolutely right for the project--sweet , lyrical , and tender . there's impressive new england photography by oliver stapleton too . last but by no means least is " my life as a dog " director lasse hallstr ? m , who shows enormous skill in pulling this collective together and helping bring irving's marvelously touching story to life . for the many beloved who pass away in " the cider house rules , " it's an extraordinarily life-affirming story . and now , thanks to these talented individuals , it's an extraordinarily life-affirming film . 
1	scream 2 has a titillating little scene that lays down the unwritten law of horror movie sequels quite well . during a film-class discussion , windsor college students articulate what these inevitable laws are , and why sequels never live up to the originals . a few rare exceptions are noted , but they left out one .  .  . scream 2 ! 1996's surprise horror blockbuster scream became an instant hit and developed an obsessive coterie of fans which included almost every teenager in america ! a sequel was unavoidable , but luckily the re-teaming of writer kevin williamson and director wes craven gives us nothing to fear in the way of lost entertainment . in fact , at the risk of sounding sacrilegious to all the adorning fans of scream , i would say that scream 2 might even be the better film ! sidney prescott ( neve campbell ) , the sinuous heroine who survived a series of murders in woodsboro , ca in the original scream , is now two years older and off to college , majoring in theater . meanwhile , tv journalist gale weathers ( courtney cox ) , who covered the murders in the first film , has since written a book about the dreadful events ; a book titled " stab " , which has been developed into a major motion picture . as scream 2 opens , a crowd of overzealous teenagers are piling into a crowded movie theater for the premiere of " stab " , and before long , a young couple are butchered to death , unnoticed in the midst of hysteria . this marks the beginning of a new murder spree as an unknown " copycat " sets out to repeat what's been done .  .  . and finish what hasn't ! of course the killer is just as obsessed with movies as the killer in the first film , and yes , movies play a huge role in the bizarre psychological outlook the murderer holds as he/she goes about slaying an assortment of gorgeous twenty year olds , but this * is * a sequel , and without deviating from the original groundwork we are still given a fresh outlook on horror movies . this is in large part due to williamson's deliciously written script , which will easily leave you satisfied . as much as the film condemns the use of cliches , it is riddled with them , but it is done so effectively , and with skillful direction by craven , that you're not bound to complain . i will note , however , that the " whodunit ? " did wind up being the first person i suspected , but believe me , i kept changing my mind as i tried to stay one ahead of the movie . all the actors outdo themselves here . we're not talking oscar performances , but cambell , cox , david arquette as dewey riley , and jamie kennedy as randy all give surprisingly satisfying performances that go beyond their last outing . the characters remain true to their roots , and yet show a clear sign of development over the last two years . we can see how the events in the first film has affected them , but we don't lose any of the luster that made them such a delight to watch in the first place . the nice thing about scream 2 is that it doesn't seem off-kilter from it's predecessor . it's a natural , smooth , and believable ( as far as horror films go ) transition from film to film . we skip two years , but there doesn't seem to be any holes or shortcuts taken in connecting the two flicks . it flows so well that you feel more like you're reading chapter two of a book ( long chapters , eh ? ) than just revitalizing a cast of familiar faces . while main characters are usually the only connection in sequels , scream 2's entire plot structure correlates * completely * with the first , making for immediate fondness and absorption . as i said before , scream 2 easily lives up to , if not surpassing , it's precursor . the only reason scream will likely be hailed above scream 2 is because it was the first . this doesn't mean that it overcasts the unique , whimsical humor or overall caliber of it's sequel , it just means that scream will forever be known as the movie that mocked it's own while maintaining it's sought-after qualities . if ever a film followed it's original so well , it would be scream 2 , and it makes this a definite must-see for all those unbridled scream fans out there . scream 2 fits snugly alongside scream , and will hopefully receive as many high remarks . it would top off the series quite well , if it weren't for the fact that two movies don't really make a series . it's unlikely to assume that a scream 3 won't appear in the next few years , but if they do decide to turn this into an undeniably acclaimed horror-trilogy , let's hope they can keep up the fantastic work . like they say , don't mess with perfection .  .  . but when a money-making smash-hit is almost guaranteed , who's gonna listen ? 
1	devotees of robert a . heinlein , be forewarned : paul verhoeven's starship troopers is less an adaptation of heinlein's novel than it is a literary satire . the author's jingo-all-the-way militarism and his tendency to create plastic characters with plastic conflicts had me expecting a soulless , faceless parade of carnage from the film version . and i suppose that's exactly what verhoeven delivers , with sometimes hilarious results . heinlein's basic motifs are so faithfully rendered that their flaws become a source of amusement , while their strengths become the stuff of high-energy entertainment . outlining the plot of starship troopers is a fairly silly endeavor , since it's basically a big bug hunt . . . aliens in broad daylight . sometime in the future , humanity is threatened by giant , malevolent insects which have evolved into twenty-foot-tall action figures ( arachnids with super-impaling spikes , beetles that spew forth lava , dragonflies with guillotine legs ) . among those who sign on to save the earth are a group of high school classmates from buenos aires : conflicted rich kid johnny rico ( casper van dien ) ; his math whiz girlfriend carmen ( denise richards ) ; dizzy ( dina meyer ) , who secretly carries a torch for johnny ; and carl ( neil patrick " doogie howser " harris ) , who not-so-secretly carries a torch for dizzy , and also has a talent for speaking telepathically to ferrets . while carmen heads for flight school and carl joins military intelligence , johnny and dizzy become mobile infantry , their various battles intertwining with romantic sub-plots out of a third season episode from " beverly hills 90210 . " so if starship troopers is another movie where one-dimensional characters wade through trite situations on their way to killing a bunch of aliens , what makes it any better than , say , independence day , a movie where one-dimensional characters waded through trite situations on their way to killing a bunch of slightly different aliens ? for one thing , you sense that the film-makers are aware of the pulp nonsense they have as source material . the very absence of major stars in the cast feels thematically appropriate , not just fiscally prudent . if starship troopers had been turned into a tv-movie , aaron spelling would have produced it . it's a story which requires emoting , not acting ; it's a prime time soap opera with big guns , played for all the dopey melodrama it's worth . the no-name cast also plays into verhoeven's treatment of heinlein's most controversial conceit . in this society , we learn , one can only be a full citizen after completing some sort of federal service , military for most . verhoeven pays the notion plenty of lip service , then proceeds to skewer it with brilliant mock recruitment ads ( named after the world war ii-era " why we fight " series ) in which youngsters are indoctrinated into the joys of firearms , or the pleasures of stomping cockroaches . these characters really are just " fresh meat for the grinder , " as one character puts it , which makes their lack of familiarity all the more fitting . it's not that starship troopers is anti-military , because it never treats the true horror of war as anything but a great big , violent video game . in fact , the characters are living the propaganda ( particularly johnny , who receives so many field promotions he may not remember his own rank by the time the film ends ) . verhoeven is actually having it both ways -- he's making fun of gung-ho boosterism even as he fires his fresh-faced recruits into battle on a gung-ho booster rocket of visual effects . if that makes starship troopers hypocritical , at least it's enthusiastically staged hypocrisy . there may not be a person worth caring about in the whole film , but it moves like nobody's business . verhoeven stages some thrilling action sequences , sending swarms of bugs after the anonymous grunts then having various body parts strewn about the screen like landscaping . it is that rare special effects blockbuster which demonstrates a sense of pacing to match its budget ; i was caught up in the action enough of the time that i wasn't perpetually groaning over the absence of real human beings . i wish i could find it in myself to work up more outrage over the callous way humans are dispatched in starship troopers , but it didn't work out that way . that would be punishing verhoeven for getting to the heart of his material . 
1	no , it is not a bad film , in fact it is so good in achieving its = purpose , i actually wished for the film to end itself quickly . event = horizon is not your run-of-the-mill sci-fi film , i'm sure many who have = watched this will agree with me . it is not even original in that sense , = and it does borrow heavily from films like alien , hellraiser and even = blade runner . the magic of this film lies in its unorthodox setting and = methodical build-up that makes it wonderfully horrifying . the story brings us to the year 2050 , where space travel have since = enormously progressed . the event horizon is actually a ship built for a = secret experimental purpose ; it has the ability to fold time and space = thus making it possible for travelling distances not reachable in a = man's lifetime . the ship disappeared as soon as it went into operation = but after 7 years , it reappeared again within the orbit of neptune . a = search and rescue team led by miller ( fishburne ) is given the task to = check for survivors of the event horizon . the designer of the ship , dr . = weir ( neill ) follows along to satisfy his curiosity on what actually = happened to his otherwise technologically impressive ship . event horizon is a sci-fi horror film , much truer to the word than say , = alien would ever be . while in alien , the crew has to cope with a = ferocious creature while encased within tight spaces , in event horizon , = the forces which goes against the crew is undefined but yet so powerful = and horrifying . the story unfolds itself slowly and the suspense buildup = is superb , up till the point where i really felt like saying out loud = `enough ! i can't stand this anymore ! ' . there are more than enough jolts = to send your adrenalin pumping overtime . the story in itself is not = exactly something very exciting and also , the acting is only at most , = average by most commercial standards . even so , the essence of horror is = carried out very well in this film , thanks to its well-paced = storytelling , disturbing set designs and some really gory sequences = ( which incidentally , has been quite generously removed by our censorship = board ) . =20 director paul anderson ( who did mortal kombat ) and his team of = `atmosphere' creators have done well in keeping event horizon within the = bounds of the term `horror' . this picture did not do very well in the us = box-office most probably for the dread-factor impact it has on most = audiences ; people will not see it again and not many would recommend = their friend to watch this . although on the face of it , event horizon is = mostly molded for mass-entertainment ; many thrills , spills and suspense = to keep audiences in focus . however , the offbeat horror element which it = ultimately convey audiences is very disturbing . my friend and i could = not say a word to each other for quite a while after going through the = `experience' of event horizon . i guess it was just the immense feeling = of dread which the film had cast upon us . be forewarned , this film is not for the faint-hearted nor for pure = entertainment . be prepared to be disturbed if you should decide to watch = this film ! event horizon is highly recommended=85=85but at your own = risk ! it has been a long time since good-horror embraced the big screen , = and event horizon is one . 
